gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check
1,0,1,0,1.4508197855632678,1,0,0,1,0,1,1,1,1,1.1811490571991479,1.974488616347329,True,False,True,False,False,True,False
0,0,1,1,0.6364125111626608,1,0,0,0,0,0,0,0,0,-1.481049737066981,-0.5539100366971197,False,True,False,True,False,False,False
1,1,0,0,-0.7888002190384014,1,1,0,1,1,0,1,1,1,1.4005062612210766,-0.4051092883238363,True,False,False,False,False,True,False
1,0,0,0,-1.2367242199587352,1,0,1,0,1,0,0,0,1,-0.32111543095102724,-0.9573783765230912,False,False,False,False,False,False,True
0,0,0,0,-0.015113308357824713,1,1,1,0,0,0,1,1,0,0.3319707901142591,0.0004560802954094262,False,False,True,False,False,False,True
0,0,1,0,0.758573602322752,1,0,1,1,0,1,0,0,1,-0.14164135493308597,0.38109991725563785,False,False,True,False,False,False,False
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,0.15914390209698223,-0.9767151893958097,True,False,False,False,False,False,True
0,0,0,0,-0.30015585439803716,1,0,0,0,0,0,0,0,0,-1.491020519067978,-0.7745395397368715,False,True,True,False,True,False,False
0,0,1,1,-0.748079855318371,1,0,0,0,0,0,0,0,0,-1.5275800530716328,-0.8945999566486486,False,True,False,True,False,False,True
0,0,1,0,-0.0965540357978854,1,0,0,1,1,1,0,1,0,0.18240906009930805,-0.0366502923518964,False,False,True,False,False,False,False
0,0,1,1,1.6137012404433893,1,1,1,1,1,1,1,1,0,1.7528072252562945,2.820253439655793,True,False,False,True,True,False,False
0,0,1,0,0.9621754209229036,1,1,0,0,0,0,1,0,1,0.6925807391503077,1.1570667927290144,True,False,False,False,False,False,False
1,0,1,0,1.6137012404433893,1,1,1,1,1,0,1,0,1,1.1030445981913404,2.1333771769156264,True,False,False,True,True,False,False
1,0,1,1,0.8400143297628127,1,0,0,0,0,0,0,0,1,-1.5076384890696393,-0.5172230698084687,False,True,False,True,False,False,True
1,0,0,1,-1.1960038562387048,1,0,1,0,1,0,0,0,0,-0.29452667894836937,-0.9378649717519915,False,False,False,False,False,False,True
1,0,0,0,0.26992923768238775,1,1,0,0,0,0,0,0,0,0.3485887601159204,0.3248112496466966,True,False,False,False,False,True,False
1,0,1,0,0.3106496014024181,1,1,0,1,0,0,1,1,1,1.2143849972024705,0.808430237350341,True,False,False,False,False,True,False
1,0,0,1,1.125056875803025,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.48210335601794874,False,True,False,True,False,False,True
0,0,0,0,1.4508197855632678,1,1,0,1,1,0,1,1,1,0.5280628361338618,1.345755236149104,False,False,False,True,False,True,False
1,0,1,1,0.7992939660427822,1,0,1,1,1,0,1,1,0,0.47987072312904416,0.7656949979421408,False,False,False,True,False,True,False
1,0,0,1,-0.38159658183809786,0,0,1,1,0,1,0,0,0,-0.801374763999037,-0.5891621944114251,False,False,True,False,False,False,False
1,0,1,0,1.1657772395230555,1,0,1,1,0,1,1,1,1,0.5413572121351905,1.0885712101444869,False,False,False,True,False,False,True
0,0,1,1,1.4100994218432374,1,0,0,0,0,0,0,0,1,-1.5126238800701375,-0.4013125625086449,False,True,False,True,False,False,False
1,0,1,0,1.369379058123207,1,0,1,1,1,1,1,1,1,0.7025515211513048,1.4627915168011068,False,False,False,True,False,False,False
1,0,1,1,-0.9924020376385531,1,1,0,0,0,0,0,0,0,-1.341458789053027,-0.9173803115397966,False,True,True,False,False,False,True
0,0,1,1,0.10704778280226633,1,1,1,1,0,0,0,0,1,-0.17653909193657447,-0.06402203660095016,False,False,False,False,True,False,False
1,0,1,0,1.2064976032430856,0,0,1,1,0,1,0,0,1,-0.8695084410058479,0.028092712392034837,False,False,False,True,True,False,False
0,0,0,0,-1.2774445836787656,1,0,1,1,0,1,0,0,1,0.6194616711429987,-0.9706006949143678,True,False,False,False,False,False,True
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-1.4727407520661506,-0.9983918449220767,False,True,False,False,False,False,True
0,0,1,1,0.35136996512244845,1,0,0,0,0,0,0,0,0,-1.5109620830699715,-0.6664211499531092,False,True,False,True,False,False,False
1,1,1,0,1.6137012404433893,1,1,0,1,0,0,1,1,0,1.116338974192669,2.0517696458763104,True,False,False,True,False,False,False
1,0,0,0,-1.1145631287986442,1,1,0,0,1,0,1,0,1,0.9219087251732329,-0.8075622247341171,True,False,False,False,False,True,False
0,0,1,1,1.5729808767233588,1,1,1,1,1,1,1,1,0,1.656422999246659,2.568676206424772,True,False,False,True,False,False,False
1,1,0,0,-1.2774445836787656,1,1,0,0,0,0,0,0,1,0.2954112561106046,-0.9749051224374046,True,False,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,1,-0.6950197559884049,-0.9880612188667885,False,False,False,False,False,False,False
0,0,0,1,1.2064976032430856,1,1,0,0,0,0,0,0,0,-1.288281285047711,-0.2839672460344757,False,True,False,True,False,False,False
0,0,1,1,0.5956921474426305,1,0,0,0,0,0,0,0,1,-1.4444902030633266,-0.5474865063935112,False,True,False,True,False,False,False
0,1,0,0,-0.6666391278783103,1,0,0,0,0,1,1,1,1,0.9867188081797118,-0.34025591364341695,True,False,False,False,False,True,False
0,0,1,0,1.1657772395230555,1,1,0,0,0,1,1,1,0,1.2093996062019723,1.8109424444592326,True,False,True,False,False,False,False
1,0,1,0,-0.38159658183809786,1,0,0,0,0,0,0,0,0,-1.5109620830699715,-0.7927726532447089,False,True,True,False,True,False,False
0,0,0,0,-0.8295205827584317,1,0,0,0,1,1,0,1,1,0.8188773111629334,-0.52371282207397,True,False,False,False,False,True,False
1,0,1,0,-0.21871512695797646,1,1,1,0,0,1,1,1,0,0.534710024134526,-0.03424422773645546,False,False,True,False,False,False,True
0,0,1,0,0.22920887396235737,1,0,0,0,0,0,0,0,1,-1.479387940066815,-0.6477244827120217,False,True,True,False,True,False,False
0,0,0,0,-0.13727439951791576,1,0,0,0,0,0,0,0,0,-1.4876969250676457,-0.7428412939774836,False,True,True,False,False,False,True
0,0,1,0,1.2879383306831464,1,1,0,0,0,0,0,0,0,-1.303237458049206,-0.2503044154055991,False,True,False,True,False,False,True
0,0,0,0,0.758573602322752,1,0,0,0,0,0,0,0,0,-1.4660935640654862,-0.5567796550458108,False,True,False,True,False,False,False
1,0,0,0,0.758573602322752,1,1,1,0,0,1,0,0,0,-0.1615829189350795,0.3362676490541634,False,False,True,False,True,False,False
1,0,0,0,-0.21871512695797646,1,1,0,0,0,0,0,0,0,-0.5238546649712943,-0.43731523579106973,False,False,False,False,False,False,True
1,0,0,0,-1.1145631287986442,1,0,0,0,1,1,1,0,1,-0.02697736192162338,-0.8669853985393209,False,False,False,False,True,False,False
0,0,1,1,1.6137012404433893,1,1,1,1,0,0,1,0,1,1.0083221691818711,2.013692017787909,True,False,False,True,False,True,False
0,0,1,0,0.758573602322752,1,1,0,1,0,1,1,1,1,0.4615909561272169,0.7368001485695509,False,False,True,False,True,False,False
0,0,0,0,-0.748079855318371,1,0,0,0,0,0,1,1,1,0.8321716871642622,-0.5089453245718596,True,False,False,False,False,False,True
1,0,0,0,-0.4223169455581282,1,0,1,0,0,1,0,0,0,-0.32111543095102724,-0.4541797620864544,False,False,False,False,False,False,True
1,0,1,1,0.35136996512244845,1,1,0,0,1,1,1,1,1,1.2575917192067896,0.8526885818820771,True,False,True,False,False,True,False
0,0,0,0,0.3920903288424788,1,0,0,0,0,0,0,0,1,-1.462769970065154,-0.634612534257233,False,True,False,True,False,False,False
0,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,1,0.179085466098976,-0.8889490159004568,True,False,False,False,False,True,False
0,0,1,1,1.6137012404433893,1,1,1,1,0,1,0,0,1,0.8504514541660894,1.8901880588577027,True,False,False,True,False,False,False
0,0,0,1,-1.1552834925186746,1,0,0,0,0,0,0,0,1,-1.4860351280674797,-0.9696735874478677,False,True,False,False,False,False,False
0,1,1,0,-0.5037576729981889,1,0,0,1,0,0,0,1,1,-0.1582593249347472,-0.4514425876615491,False,False,False,False,False,True,False
0,0,0,0,-0.4223169455581282,1,0,0,1,1,0,1,0,0,0.016229360082695727,-0.3708946080125191,False,False,True,False,False,False,False
1,0,0,0,0.18848851024232702,1,1,0,1,0,1,1,1,1,1.3207400052131024,0.6604903744816648,True,False,True,False,True,False,False
0,0,0,0,-1.2774445836787656,1,0,1,0,0,0,0,0,0,-0.5055748979694671,-0.9855447843148593,False,False,False,False,False,False,False
1,1,0,0,-0.5037576729981889,1,1,0,0,1,0,1,1,1,1.1229861621933337,-0.1938612298855746,True,False,False,False,False,True,False
0,0,1,0,-0.30015585439803716,1,0,0,0,1,0,0,0,1,0.32698539911376057,-0.2137498924407338,True,False,False,False,False,True,False
1,0,0,0,-1.1552834925186746,1,1,0,1,0,0,0,0,0,0.45494376812655235,-0.8617097155751887,True,False,False,False,False,True,False
1,0,1,1,1.6137012404433893,1,1,0,0,0,0,0,0,0,-1.303237458049206,-0.18286838421135782,False,True,False,True,True,False,False
0,0,1,0,-0.015113308357824713,1,0,0,0,0,0,0,0,0,-1.5076384890696393,-0.7243653666093721,False,True,False,False,False,False,False
0,0,1,1,1.0843365120829946,1,0,0,0,0,0,0,0,0,-1.504314895069307,-0.46764489433800505,False,True,False,True,True,False,False
0,0,0,0,0.10704778280226633,1,0,0,0,0,0,0,0,0,-1.5126238800701375,-0.7347401406392554,False,True,False,False,False,False,False
1,0,0,1,0.8400143297628127,1,0,1,1,0,1,0,0,0,-0.06353689592527814,0.5022198855577007,False,False,True,False,True,False,False
1,0,0,0,1.5729808767233588,1,1,0,1,0,0,0,0,1,0.4748853321285456,1.4438961836743407,True,False,True,False,True,False,False
0,0,0,0,-0.8702409464784621,1,1,0,0,1,0,1,1,1,1.099721004191008,-0.5194083945509333,True,False,False,False,False,False,False
0,0,1,1,0.7992939660427822,1,0,0,0,0,0,0,0,0,-1.4926823160681442,-0.5348160376846749,False,True,False,True,False,False,True
1,0,0,0,0.43281069256250915,0,0,1,0,1,0,0,0,1,-0.9825106370171443,-0.36122620157615976,False,False,True,False,True,False,False
0,0,1,1,-0.38159658183809786,1,1,0,0,0,0,0,0,1,-1.3015756610490399,-0.7801684064977656,False,True,False,True,True,False,False
0,0,1,1,-0.8702409464784621,0,0,1,0,0,0,1,1,0,-0.47233895796614456,-0.7578295313525703,False,False,False,False,False,True,False
1,0,0,0,-0.1779947632379461,1,1,0,1,1,0,1,1,1,1.3606231332170895,0.3079687973386095,True,False,False,False,False,True,False
0,0,1,1,1.247217966963116,1,1,1,0,0,0,1,1,1,1.1595456961969886,1.7788468669284871,True,False,True,False,True,False,False
1,1,0,0,-0.7888002190384014,1,0,0,1,0,0,1,0,1,-0.1615829189350795,-0.6593795480051672,False,False,False,False,False,True,False
0,0,0,0,-0.62591876415828,1,1,1,1,0,0,1,0,1,0.9850570111795457,-0.2933266166486683,True,False,False,False,False,True,False
1,0,0,0,-1.1960038562387048,1,0,1,0,0,0,0,1,1,0.7075369121518029,-0.8993237899303401,True,False,False,False,False,False,True
0,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-0.6351950639824246,-0.9230754002625834,False,False,False,False,False,False,True
1,0,1,1,0.5956921474426305,1,1,0,1,0,0,1,0,0,0.7457582431556239,0.766202699649986,True,False,False,False,False,True,False
0,0,1,1,1.4915401492832983,1,0,0,1,1,1,0,0,0,-0.18817167093773737,0.8179661998629143,False,False,True,False,False,False,False
0,0,0,0,-1.1960038562387048,1,0,1,1,0,0,0,0,1,0.47654712912871167,-0.8985953483495185,True,False,False,False,False,True,False
0,0,1,1,-0.8702409464784621,1,1,0,0,0,0,0,0,0,-1.3215172250510334,-0.874667146118894,False,True,False,True,False,False,True
0,1,0,0,-0.9924020376385531,1,0,0,0,1,0,1,1,1,0.9867188081797118,-0.6794227284714097,True,False,False,False,True,False,False
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.5209328650709681,-0.972587353771154,False,True,False,False,False,False,True
0,0,0,0,0.8400143297628127,0,0,1,1,1,1,1,0,1,-0.3709693409560109,0.26368837881957563,False,False,True,False,False,True,False
0,0,1,1,-0.5037576729981889,1,0,0,0,0,0,0,0,0,-1.4876969250676457,-0.8230360898297514,False,True,False,False,False,True,False
1,1,0,0,-1.1145631287986442,0,0,0,0,1,1,1,0,0,-0.6435040489832552,-0.9126123302835097,False,False,False,False,True,False,False
0,0,0,0,-1.1552834925186746,1,0,0,0,0,0,0,0,1,0.17576187209864347,-0.8895891615320878,True,False,False,False,True,False,False
0,0,0,0,1.2064976032430856,1,0,1,0,0,1,0,1,1,0.011243969082197169,0.6908421070158978,False,False,False,True,False,False,True
0,1,0,0,0.47353105628253944,1,0,0,1,1,0,0,1,0,0.8105683261621028,0.7544151904330549,True,False,True,False,True,False,False
1,0,0,0,-1.1960038562387048,1,0,0,0,0,0,0,0,1,-1.4943441130683104,-0.9817480584996681,False,True,False,False,False,False,True
0,0,1,1,1.6137012404433893,1,1,1,0,1,1,1,1,1,0.6460504231456565,1.6355204674050146,False,False,False,True,False,False,False
1,0,1,1,-0.8295205827584317,1,0,0,0,0,0,0,0,0,-1.4976677070686424,-0.8933638133599816,False,True,False,True,False,False,True
1,0,1,1,-1.2367242199587352,1,0,1,0,0,0,1,1,0,1.074794049188516,-0.9261216105096556,True,False,False,False,False,True,False
1,0,1,0,0.6364125111626608,1,0,0,0,0,0,0,0,0,-1.5126238800701375,-0.6299107749628391,False,True,False,True,False,False,True
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,1,0,1,-0.2779087089467081,-0.9037385873898649,False,False,False,False,False,True,False
0,0,0,0,0.06632741908223598,1,1,0,0,0,0,1,0,0,0.684271754149477,0.2713701263991488,True,False,False,False,False,True,False
1,0,0,0,1.2064976032430856,1,0,1,1,0,0,1,1,1,0.3170146171127639,1.0666738147452441,False,False,True,False,True,False,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,1,1,0.534710024134526,-0.9717264682665469,True,False,False,False,False,False,True
1,0,1,0,0.8400143297628127,1,1,1,0,1,1,1,0,0,0.4200460311230638,0.8273476444644046,False,False,True,False,False,False,False
1,1,1,0,-0.4223169455581282,1,0,0,0,0,0,1,1,1,0.830509890164096,-0.1514350262995412,True,False,False,False,False,False,False
0,0,0,0,1.6137012404433893,1,0,1,1,1,1,0,1,1,0.27380789510844483,1.317059052662193,False,False,False,True,True,False,False
0,0,0,0,-1.1960038562387048,1,0,0,1,0,0,1,1,0,1.0182929511828682,-0.8780003182008352,True,False,False,False,False,True,False
1,0,1,1,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4926823160681442,-0.9986567327696481,False,True,True,False,True,False,False
0,0,0,1,1.4100994218432374,1,1,0,1,0,1,1,1,1,1.304122035211441,2.10017790002,True,False,False,True,False,True,False
0,0,0,0,-1.1552834925186746,1,1,0,0,0,1,1,0,1,-0.012021188920128179,-0.8957257300008273,False,False,False,False,False,False,True
1,0,1,1,-0.2594354906780068,1,0,0,0,0,0,0,0,1,-1.4860351280674797,-0.7840755022494451,False,True,True,False,False,False,False
1,0,0,0,-1.2367242199587352,1,1,0,0,0,0,0,1,1,0.7058751151516368,-0.9343772817589671,True,False,False,False,False,True,False
0,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4893587220678117,-0.9905776534187176,False,True,False,False,False,False,True
1,1,0,0,-0.21871512695797646,1,1,0,1,0,1,1,1,1,1.325725396213601,0.30112586127634605,True,False,True,False,False,False,False
0,0,1,1,1.2879383306831464,0,0,0,1,0,1,1,1,1,-0.33773340095268845,0.5039858045415107,False,False,False,True,False,True,False
0,0,1,0,-0.5851984004382496,0,0,0,0,1,0,1,0,1,-0.8545522680043529,-0.7116948979005361,False,False,False,False,False,True,False
1,0,1,1,1.4100994218432374,1,1,1,0,1,0,1,1,1,0.4964886931307054,1.3295087814980528,False,False,False,True,False,True,False
1,0,1,1,0.7178532386027215,1,0,1,0,0,1,1,1,0,0.356897745116751,0.7698007595794988,False,False,True,False,False,True,False
0,0,1,0,0.26992923768238775,1,0,1,0,1,1,1,1,1,1.327387193213767,0.8180324218248074,True,False,True,False,True,False,False
1,0,0,0,-1.1552834925186746,1,0,0,0,0,0,1,1,1,0.787303168159777,-0.843785637889518,True,False,False,False,False,True,False
0,1,1,0,-0.8702409464784621,1,1,0,0,1,1,1,1,1,1.3057838322116073,-0.5069365917277757,True,False,False,False,False,False,False
0,1,0,0,-1.2367242199587352,1,0,0,0,0,0,1,0,0,0.5563133851366857,-0.9356575730222291,True,False,False,False,False,False,True
0,0,0,1,-0.6666391278783103,1,0,0,0,0,0,0,0,1,-1.5109620830699715,-0.8483328792728286,False,True,True,False,False,False,False
0,0,0,0,0.22920887396235737,1,0,0,1,1,1,0,0,1,0.6477122201458225,0.43379052493506626,True,False,False,False,True,False,False
0,0,1,0,1.6137012404433893,1,1,1,1,0,0,0,1,1,0.9867188081797118,2.048370251832476,True,False,False,True,True,False,False
0,0,0,0,-0.5444780367182193,0,0,0,1,0,0,0,1,1,-0.8329489070021932,-0.6939474121132464,False,False,False,False,False,True,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.9985684368204575,False,True,False,False,False,False,True
1,0,1,1,0.3920903288424788,1,0,0,0,1,1,1,1,0,0.2787932861089434,0.35597971971094167,False,False,True,False,False,True,False
1,0,0,1,-0.9924020376385531,0,0,1,0,0,1,0,1,1,-0.6717545979860794,-0.8557938869794255,False,False,False,True,False,False,True
0,0,1,1,0.9621754209229036,1,0,0,0,0,0,0,0,1,-1.4943441130683104,-0.5130069382346224,False,True,False,True,True,False,False
1,0,1,1,1.2064976032430856,1,0,1,0,1,1,0,1,0,0.22063039110312907,0.973631958285759,False,False,True,False,True,False,False
1,0,0,0,-1.2367242199587352,1,0,1,0,1,0,0,0,0,-0.37595473195650925,-0.9546632760854834,False,False,False,False,False,True,False
1,0,1,0,0.10704778280226633,1,1,0,0,0,0,0,0,1,0.3469269631157543,0.1299200157959742,True,False,False,False,False,True,False
1,0,1,0,-0.0965540357978854,1,0,0,0,0,0,0,0,0,-1.4943441130683104,-0.7528408102233072,False,True,True,False,True,False,False
0,0,1,1,1.0843365120829946,1,1,1,1,1,1,1,1,0,0.8487896571659234,1.2856477687376742,False,False,False,True,True,False,False
0,0,1,0,1.3286586944031769,1,1,0,1,1,1,1,1,1,1.438727592224897,2.1354300577343053,True,False,True,False,True,False,False
0,0,0,1,1.2064976032430856,1,1,0,0,1,0,1,1,1,1.1761636661986499,1.8240764669013187,True,False,True,False,False,True,False
1,0,0,0,0.3106496014024181,1,0,1,1,0,1,0,0,1,-0.09511103892843457,0.16122092978400507,False,False,False,False,False,False,True
1,0,0,0,-0.3408762181180675,1,1,0,1,0,0,1,1,1,1.1595456961969886,0.05427246132701678,True,False,False,False,False,False,False
0,0,1,0,-0.7073594915983407,1,0,0,0,0,0,1,1,0,0.7773323861587803,-0.39349837100528606,True,False,False,False,False,True,False
1,0,1,0,0.10704778280226633,1,0,1,1,1,0,0,0,0,-0.12502338493142473,-0.06686958096234377,False,False,False,False,False,False,True
0,0,1,1,0.758573602322752,1,0,1,1,1,1,1,1,0,0.6892571451499756,0.9447812568877642,False,False,False,True,True,False,False
1,0,0,0,-0.46303730927815856,0,0,0,1,0,1,0,0,1,-0.9559218850144864,-0.6629996819219774,False,False,False,False,False,False,True
0,0,0,0,1.369379058123207,1,1,1,1,1,1,1,1,1,0.8404806721650927,1.6264259846383933,False,False,False,True,True,False,False
0,0,1,1,1.5729808767233588,1,0,1,0,1,1,1,1,1,0.572931355138347,1.6413921480261826,False,False,False,True,True,False,False
0,0,1,1,1.002895784642934,1,1,0,1,0,0,1,1,1,1.1911198392001445,1.4700317846347273,True,False,False,False,False,True,False
1,1,0,0,-1.2367242199587352,1,0,1,0,0,0,0,0,1,-0.5155456799704636,-0.9672013008705339,False,False,False,False,False,True,False
1,1,1,0,-1.0738427650786138,1,1,0,0,1,0,0,0,1,0.53304822713436,-0.8056197138519262,True,False,False,False,False,True,False
0,0,1,1,0.5549717837226001,1,0,0,0,0,0,0,0,0,-1.5076384890696393,-0.5801339336066971,False,True,False,True,False,False,True
1,0,1,1,-0.30015585439803716,1,0,0,1,0,0,0,0,1,0.356897745116751,-0.16814503468384265,True,False,False,False,False,True,False
1,0,0,0,-1.2367242199587352,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.9925422382882063,False,True,False,False,False,False,True
0,0,1,1,-0.30015585439803716,1,1,0,0,1,0,0,1,1,0.8089065291619363,0.038180524587048965,True,False,False,False,False,True,False
0,0,0,0,0.18848851024232702,0,0,0,0,0,1,0,0,0,-1.2018678410390724,-0.5776174990547679,False,False,False,False,True,False,False
0,0,1,0,0.025607055362205634,1,1,0,1,1,0,1,1,1,1.3174164112127704,0.4978492360727711,True,False,False,False,False,True,False
1,0,0,0,-0.6666391278783103,1,0,0,0,0,0,0,0,0,-1.4960059100684764,-0.8818853399652171,False,True,False,True,False,False,True
1,0,0,0,-0.9516816739185228,1,0,0,0,0,1,1,1,1,1.0349109211845293,-0.6421176899384251,True,False,False,False,False,False,False
1,0,0,0,-1.2774445836787656,1,0,0,0,0,0,0,0,0,-0.6468276429835875,-0.9874210732351574,False,False,False,False,False,True,False
0,0,0,1,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.9657002697342955,False,True,False,False,True,False,False
1,0,1,0,0.10704778280226633,1,1,0,0,0,1,1,0,1,0.8886727851699104,0.4213628700865039,True,False,False,False,True,False,False
0,0,0,0,0.18848851024232702,1,0,0,0,0,0,0,0,1,-1.4943441130683104,-0.7005696083025336,False,True,True,False,False,True,False
0,1,0,0,0.9621754209229036,1,1,1,1,1,0,1,1,0,1.5201556452330371,1.7030447945484464,True,False,True,False,False,True,False
1,0,0,0,-0.21871512695797646,1,0,0,0,0,0,0,0,1,-1.5076384890696393,-0.8042290526521758,False,True,False,False,True,False,False
1,0,1,0,0.22920887396235737,1,0,0,0,0,0,0,0,0,-1.4744025490663168,-0.6791799146111359,False,True,False,True,False,False,False
0,0,1,1,-0.6666391278783103,0,0,0,0,0,0,0,1,1,-0.9725398550161476,-0.763414250138869,False,False,False,False,True,False,False
0,0,1,1,1.3286586944031769,1,1,0,1,1,0,1,1,1,1.3539759452164248,2.0766028815861373,True,False,False,False,False,True,False
0,0,0,0,-0.748079855318371,1,0,0,0,0,1,0,1,0,-0.18817167093773737,-0.6662224840674307,False,False,True,False,True,False,False
1,1,0,0,-1.1145631287986442,1,0,0,0,0,0,1,1,1,0.8222009051632655,-0.796525231085305,True,False,False,False,False,True,False
1,0,1,0,1.6137012404433893,1,1,0,1,1,0,1,1,1,1.3805646972190828,2.33252869031479,True,False,False,True,False,False,False
0,0,0,0,-1.1552834925186746,1,1,0,0,0,0,0,0,0,-0.467353566965646,-0.9127006262327001,False,False,False,False,False,True,False
1,1,0,0,-0.5037576729981889,1,0,1,0,0,1,0,0,0,-0.357674964954682,-0.541261641975581,False,False,True,False,False,False,True
0,0,1,1,1.002895784642934,1,0,0,0,0,0,0,0,1,-1.4843733310673135,-0.5272225860542922,False,True,False,True,False,False,False
1,0,1,1,1.3286586944031769,1,1,1,1,1,1,0,0,0,0.9900424021800438,1.6762248999818332,True,False,False,True,True,False,False
0,0,0,0,-1.1552834925186746,1,1,0,0,0,0,1,0,1,0.6942425361504742,-0.8654181454411896,True,False,False,False,False,True,False
0,0,0,0,-0.015113308357824713,1,0,0,0,0,0,0,0,0,-1.4960059100684764,-0.7318705222905644,False,True,True,False,False,False,False
1,0,1,1,0.5142514200025698,1,0,0,0,0,0,0,0,0,-1.5142856770703037,-0.6084548593095486,False,True,False,True,False,True,False
1,0,0,0,-0.4223169455581282,1,1,0,0,0,0,0,1,0,0.6078290921418354,-0.21306559883450749,True,False,False,False,False,True,False
1,0,1,0,0.06632741908223598,1,1,0,1,0,0,0,1,0,0.8005975441611056,0.3171295020671234,True,False,False,False,False,False,True
1,0,0,0,0.5956921474426305,1,0,1,1,1,1,1,1,1,0.7374492581547932,0.8198204147959146,False,False,True,False,False,False,False
1,0,0,0,-0.5851984004382496,1,0,0,0,0,0,0,0,0,-1.4860351280674797,-0.8358610764496711,False,True,False,True,True,False,False
0,0,0,1,-1.2774445836787656,1,0,0,0,0,0,0,1,1,0.4931650991303729,-0.9722783179489874,True,False,False,False,False,True,False
1,1,0,0,-1.0738427650786138,1,0,0,0,0,0,0,0,0,-0.6667692069855808,-0.885350955970944,False,False,False,False,True,False,False
0,0,0,0,0.14776814652229667,0,0,0,1,0,1,0,0,1,-0.9941432160183071,-0.44797697165582206,False,False,False,False,False,False,False
1,0,1,1,0.10704778280226633,1,1,0,0,0,1,1,1,1,0.28876406810994004,0.1674016462273398,False,False,True,False,False,False,False
1,1,0,0,-0.30015585439803716,1,1,0,1,0,0,1,0,1,0.8039211381614382,0.004098288199517386,True,False,False,False,False,True,False
1,0,0,0,-1.1145631287986442,1,0,0,1,0,0,0,0,1,-0.44575020596348647,-0.8916199683634692,False,False,False,False,False,True,False
0,0,0,0,-1.1552834925186746,0,0,1,0,1,1,0,1,0,-0.5487816199737862,-0.9181308271079157,False,False,False,False,False,False,True
0,0,0,0,0.5956921474426305,1,0,1,1,0,1,0,0,1,-0.19481885893840195,0.23448449362481924,False,False,True,False,False,False,True
1,0,1,0,0.7992939660427822,0,0,1,0,0,0,0,1,1,-0.8263017190015288,-0.11523368713143785,False,False,False,False,False,True,False
0,0,1,1,-1.1552834925186746,1,0,0,0,0,0,0,0,0,-1.4594463760648215,-0.9796510297063937,False,True,False,False,False,False,True
0,1,1,1,1.4508197855632678,0,0,0,1,1,0,1,1,1,-0.39091090495800446,0.6067402154119503,False,False,False,True,False,True,False
1,1,0,0,-0.46303730927815856,1,0,0,0,0,0,0,0,0,-1.4710789550659844,-0.817782480852917,False,True,True,False,False,False,False
0,0,1,1,1.2879383306831464,1,1,1,0,0,1,1,1,1,1.3174164112127704,1.9600301546673853,True,False,True,False,False,False,False
0,0,0,0,-1.2774445836787656,1,0,0,0,0,0,1,0,1,0.5147684601325326,-0.9719913561141182,True,False,False,False,False,True,False
1,1,0,0,-1.2367242199587352,1,0,1,0,1,0,1,0,0,0.05445069108651675,-0.9656781957469978,False,False,False,False,False,False,False
0,0,1,1,0.9214550572028734,1,1,1,1,0,0,0,0,1,0.6759627691486464,1.023806131413258,True,False,False,False,False,True,False
1,0,1,1,1.6137012404433893,1,1,1,0,1,0,1,1,0,1.3456669602155942,2.35213039103508,True,False,False,True,False,False,False
0,0,0,0,-1.2774445836787656,0,0,0,0,0,0,0,0,0,-1.341458789053027,-0.9966479999255642,False,False,False,False,False,False,True
0,0,0,0,-0.8295205827584317,1,1,0,0,1,0,1,1,1,1.1761636661986499,-0.4934052375143323,True,False,False,False,False,False,False
0,0,1,0,1.0843365120829946,1,1,0,1,0,0,1,1,0,1.2077378092018058,1.659073411851579,True,False,False,False,False,True,False
1,0,1,0,1.247217966963116,1,1,0,1,1,0,1,1,1,1.284180471209448,1.907670656797421,True,False,False,False,False,True,False
1,0,1,1,-0.9109613101984924,1,1,0,0,0,0,0,0,1,-1.341458789053027,-0.8953283982294701,False,True,False,False,False,False,True
0,0,1,1,-0.3408762181180675,1,1,0,0,0,0,0,0,0,-1.33148800705203,-0.7550040609784743,False,True,False,True,False,False,True
